label,text,clean_strict,clean_light
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay,Open rebtel with firefox  When it loads just put plus sign in the user name place  and it will show you two numbers  The lower number is my number  Once you pick that number the pin will display okay!
ham, and  picking them up from various points,picking various points,and picking them up from various points
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local women looking discreet action real matches instantly phone text match 69969 msg cost 150p stop txt stop bcmsfwc1n3xx,Married local women looking for discreet action now! 5 real matches instantly to your phone  Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,Wow v v impressed. Have funs shopping!,wow impressed funs shopping,Wow v v impressed  Have funs shopping!
ham,I am on the way to ur home,way home,I am on the way to ur home
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burger king wanna play footy top stadium get burger king 1st sept large super coca cola walk winner,Burger King   Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca Cola and walk out a winner
ham,No problem. Talk to you later,problem talk later,No problem  Talk to you later
ham,Then ur sis how?,sis,Then ur sis how?
ham,Still in customer place,still customer place,Still in customer place
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,come takes little time child afraid dark become teenager wants stay night,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",dude knw also telugu thts gud gud nyt,Dude u knw also telugu  thts gud  k  gud nyt
ham,We confirm eating at esplanade?,confirm eating esplanade,We confirm eating at esplanade?
ham,Send me your id and password,send password,Send me your id and password
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garage centre part exhaust needs replacing part ordered taking fixed tomo morning,Kind of  Took it to garage  Centre part of exhaust needs replacing  Part ordered n taking it to be fixed tomo morning
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",chance win 250 cash every txt action 80608 www movietrivia custcare 08712405022 1x150p,For ur chance to win a  250 cash every wk TXT  ACTION to 80608  T s C s www movietrivia tv custcare 08712405022  1x150p wk
ham,Well I might not come then...,well might come,Well I might not come then
ham,Long after I quit. I get on only like 5 minutes a day as it is.,long quit get like minutes day,Long after I quit  I get on only like 5 minutes a day as it is
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,likely called mittelschmertz google dont paracetamol dont worry,Then its most likely called Mittelschmertz  Google it  If you dont have paracetamol dont worry it will go
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well right gonna get check today steam sales pee text want come get,Well at this right I m gonna have to get up and check today s steam sales pee so text me when you want me to come get you
ham,"Just arrived, see you in a couple days &lt;3",arrived see couple days,Just arrived  see you in a couple days  lt 3
ham,"K, wat s tht incident?",wat tht incident,K  wat s tht incident?
ham,Yeah get the unlimited,yeah get unlimited,Yeah get the unlimited
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen thk shd enuff still got conclusion contents references contents cover,cThen i thk shd b enuff   Still got conclusion n contents pg n references   I ll b doing da contents pg n cover pg
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot takes years shower sorry phone dead yet,Forgot it takes me 3 years to shower  sorry  Where you at your phone dead yet?
ham,Ü got wat to buy tell us then ü no need to come in again.,got wat buy tell need come,got wat to buy tell us then   no need to come in again
ham,When you are big..| God will bring success.,big god bring success,When you are big    God will bring success
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,bin awarded play instant cash call 08715203028 claim every 9th player wins min 500 optout 08718727870,U ve Bin Awarded  50 to Play 4 Instant Cash  Call 08715203028 To Claim  EVERY 9th Player Wins Min  50  500  OptOut 08718727870
ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,stayin extra week back next wed rugby weekend soon,we r stayin here an extra week  back next wed  How did we do in the rugby this weekend? Hi to and and   c u soon
ham,Well there's still a bit left if you guys want to tonight,well still bit left guys want tonight,Well there s still a bit left if you guys want to tonight
ham,Not from this campus. Are you in the library?,campus library,Not from this campus  Are you in the library?
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit says twiggs division courtroom time double check text tomorrow,The affidavit says  lt   gt  E Twiggs St  division g  courtroom  lt   gt     lt TIME gt  AM  I ll double check and text you again tomorrow
ham,How will I creep on you now? ;_;,creep,How will I creep on you now?
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friends plan valentines day url,Tell your friends what you plan to do on Valentines day    lt URL gt
ham,If I get there before you after your ten billion calls and texts so help me god,get ten billion calls texts help god,If I get there before you after your ten billion calls and texts so help me god
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,Purity of friendship between two is not about smiling after reading the forwarded message  Its about smiling just by seeing the name  Gud evng musthu
ham,I've told him that i've returned it. That should i re order it.,told returned order,I ve told him that i ve returned it  That should i re order it
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",house maid murderer coz man murdered january public holiday govt instituitions closed including post office,House Maid is the murderer  coz the man was murdered on  lt   gt  th January   As public holiday all govt instituitions are closed including post office
ham,Depends on where u going lor.,depends going lor,Depends on where u going lor
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right world wonder smiling think crazy keep away grins,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you      grins
spam,FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xmas tones reply real,FreeMsg FAV XMAS TONES!Reply REAL
ham,Lil fever:) now fine:),lil fever fine,Lil fever   now fine
ham,I think it's all still in my car,think still car,I think it s all still in my car
ham,Can a not?,,Can a not?
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december mobile 11mths entitled update latest colour camera mobile free call mobile update free 08002986906,December only! Had your mobile 11mths ? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Yes princess! I want to catch you with my big strong hands...,yes princess want catch big strong hands,Yes princess! I want to catch you with my big strong hands
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,yeah forgot take shopping,Oh yeah I forgot  U can only take 2 out shopping at once
ham,Mm so you asked me not to call radio,asked call radio,Mm so you asked me not to call radio
ham,Thinkin about someone is all good. No drugs for that,thinkin someone good drugs,Thinkin about someone is all good  No drugs for that
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp need clean heart blood send ten special people amp miracle tomorrow pls pls,Say this slowly ? GOD I LOVE YOU  amp  I NEED YOU CLEAN MY HEART WITH YOUR BLOOD Send this to Ten special people  amp  u c miracle tomorrow  do it pls pls do it
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy showers possessiveness poured loved ones bcoz world lies golden gift loved truly,Enjoy the showers of possessiveness poured on u by ur loved ones  bcoz in this world of lies  it is a golden gift to be loved truly
ham,"Alright if you're sure, let me know when you're leaving",alright sure let know leaving,Alright if you re sure  let me know when you re leaving
ham,Some are lasting as much as 2 hours. You might get lucky.,lasting much hours might get lucky,Some are lasting as much as 2 hours  You might get lucky
ham,Genius what's up. How your brother. Pls send his number to my skype.,genius brother pls send number skype,Genius what s up  How your brother  Pls send his number to my skype
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr8 poly tones mobs direct rply poly title 8007 poly breathe1 titles crazyin sleepingwith finest ymca getzed pobox365o4w45wq 300p,Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles  CRAZYIN  SLEEPINGWITH  FINEST  YMCA  getzed co uk POBox365O4W45WQ 300p
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk find wtc far weiyi goin rest dunno yet goin dinner den might able join,Thk some of em find wtc too far    Weiyi not goin    E rest i dunno yet    R ur goin 4 dinner den i might b able to join
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,forget owns private property good boy always passionate kiss,Don t forget who owns you and who s private property you are     And be my good boy always     passionate kiss
