SMS,Cluster,Cluster_Label
nice ready thursday,2,Social Plans
hey gave photo registered driving tmr wanna meet yck,2,Social Plans
come din yup cut hair,2,Social Plans
big chic common declare,2,Social Plans
yeah leave hour least sound,2,Social Plans
still otside come 2morrow maga,2,Social Plans
finally ready fyi,2,Social Plans
meant calculation units school really expensive started practicing accent important decided 4years dental school nmde exam,2,Social Plans
mins stop somewhere first,2,Social Plans
please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle,2,Social Plans
somewhere fredericksburg,2,Social Plans
hmmm thk sure got time hop ard free abt muz call discuss liao,2,Social Plans
find way include details,2,Social Plans
wylie update weed dealer carlos went freedom class lunsford,2,Social Plans
sure thing big man hockey elections longer hour though,2,Social Plans
heads much left,2,Social Plans
jason says cool pick place like hour,2,Social Plans
head straight,2,Social Plans
let noe leave house,2,Social Plans
got seventeen pounds seven hundred hope,2,Social Plans
pick,2,Social Plans
doubt could handle times per night case,2,Social Plans
yeah fact asked needed anything like hour ago much,2,Social Plans
come got nothing,2,Social Plans
sure yet still trying get hold,2,Social Plans
yeah impression got,2,Social Plans
erm thought contract ran the4th october,2,Social Plans
dun drive sch,2,Social Plans
yar say got error,2,Social Plans
height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane made students dey hurried plane didnt move said made students wont even start datz confidence,2,Social Plans
tot outside cos darren say come shopping course nice wat jus went sim lim look mp3 player,2,Social Plans
give something drink takes vomit temp might drop unmits however let know,2,Social Plans
dorothy kiefer com bank granite issues strong buy explosive pick members 300 nasdaq symbol cdgt per,2,Social Plans
tell thinking plus going stop runs,2,Social Plans
get hep immunisation nigeria,2,Social Plans
watching got new job,2,Social Plans
mmmm cant wait lick,2,Social Plans
dont know exactly could ask chechi,2,Social Plans
lol come ideas,2,Social Plans
many dependents,2,Social Plans
alright tyler got minor crisis home sooner thought asap,2,Social Plans
anytime,2,Social Plans
tick tick tick babe,2,Social Plans
many things antibiotic used chest abdomen gynae infections even bone infections,2,Social Plans
currently scotland,2,Social Plans
still working time also tried adding zeros savings checking,2,Social Plans
yup need jus wait rain stop,2,Social Plans
jetton ave forgot,2,Social Plans
look back building coat want get sick hurry home wear coat gym,2,Social Plans
well available washob nobbing last night ask nickey platt instead,2,Social Plans
hello news job making wait fifth week yeah woozles weasels exeter still home,2,Social Plans
uncle timi help clearing cars,2,Social Plans
time fixes spelling sometimes gets completely diff word figure,2,Social Plans
course maths one day one chapter one month finish,2,Social Plans
chinese food way get fat paying lipo,2,Social Plans
train back northampton afraid,2,Social Plans
gotta collect car lei,2,Social Plans
anyway going shopping cos sis done yet dun disturb liao,2,Social Plans
quite late lar ard anyway wun drivin,2,Social Plans
take exam march,2,Social Plans
sucks hair free right,2,Social Plans
got got colours lor one colour quite light darker lor actually done styling hair,2,Social Plans
send resume,2,Social Plans
well obviously people cool college life went home,2,Social Plans
also came room,2,Social Plans
slaaaaave must summon time wish come anymore,2,Social Plans
must taken real valentine shopping first,2,Social Plans
somebody set website play hold using eve online spacebucks,2,Social Plans
goal arsenal henry liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins,2,Social Plans
want inside every night,2,Social Plans
asked money far,2,Social Plans
need drug anymore,2,Social Plans
want finally lunch today,2,Social Plans
oops let know roommate done,2,Social Plans
yeah sorry tell pub cafe sit come wen,2,Social Plans
got rumour going buy apartment chennai,2,Social Plans
yijue meeting esaplanade tonight,2,Social Plans
head mins see,2,Social Plans
hey project started aha,2,Social Plans
necessarily expect done get back though headin,2,Social Plans
room,2,Social Plans
lara said loan,2,Social Plans
training process,2,Social Plans
yeah get random dude need change info sheets party never study safe,2,Social Plans
alright head minutes text meet,2,Social Plans
haha sounds crazy dunno tahan anot,2,Social Plans
meeting darren,2,Social Plans
means february april getting place stay hustle back forth audition season since sister moved away harlem,2,Social Plans
okie,2,Social Plans
change windows logoff sound,2,Social Plans
paper today morn aft,2,Social Plans
hhahhaahahah rofl wtf nig leonardo room something,2,Social Plans
take something pain moves however side next 6hrs see doctor,2,Social Plans
nothing,2,Social Plans
btw regarding really try see anyone else 4th guy commit random dude,2,Social Plans
got hip hop open haha thinking jazz zoom cine actually tonight free leh lesson tonight,2,Social Plans
way going back,2,Social Plans
dunno lei decide lor abt leona oops tot ben going msg,2,Social Plans
pls tell nelson longer comin money expecting aint coming,2,Social Plans
much hdd casing cost,2,Social Plans
house maid murderer coz man murdered january public holiday govt instituitions closed including post office,2,Social Plans
best exam later,2,Social Plans
charge camera,2,Social Plans
unless situation gurl would appropriate,2,Social Plans
boo time get supposed take shopping today,2,Social Plans
free,2,Social Plans
jus finish lunch way home lor tot dun wan stay sch today,2,Social Plans
thing got watch thk tonight already haf smth mind,2,Social Plans
back urself lor,2,Social Plans
adult would learn experience real danger dont like peeps using drugs dont need comment,2,Social Plans
april cant wait,2,Social Plans
people game mall iouri kaila,2,Social Plans
still west coast haiz take forever come back,2,Social Plans
elaine today meeting confirmed,2,Social Plans
sorry mail,2,Social Plans
decide faster cos sis going home liao,2,Social Plans
well imma definitely need restock thanksgiving let know,2,Social Plans
many buy,2,Social Plans
also track lighters find,2,Social Plans
hey guy know breathing neck get bud anyway able get half track usf tonight,2,Social Plans
tap spile seven pub gas broad canal,2,Social Plans
need job aha,2,Social Plans
argh fuck nobody town,2,Social Plans
huh early dinner outside izzit,2,Social Plans
problem talk later,2,Social Plans
cool let know kicks around day,2,Social Plans
eng rocking ashes,2,Social Plans
tell said eat shit,2,Social Plans
watching lor,2,Social Plans
lol snatch purse,2,Social Plans
specialisation work slave labor look month sha cos shakara beggar,2,Social Plans
come pick come immediately aft lesson,2,Social Plans
wat time finish lect today,2,Social Plans
guess wants alone time could show watch,2,Social Plans
sorry help,2,Social Plans
ffffffffff alright way meet sooner,2,Social Plans
takin shower yeah leave done,2,Social Plans
double eviction week spiral michael good riddance,2,Social Plans
cool shall see tip anyway home got something drop later lets town tonight maybe mum take,2,Social Plans
one days billion classes right,2,Social Plans
hui xin lib,2,Social Plans
like jerk,2,Social Plans
yeah forgot take shopping,2,Social Plans
lor ned toa payoh return smth wan send wat,2,Social Plans
nosy guess idk reacting freaked,2,Social Plans
probably,2,Social Plans
like spoiled,2,Social Plans
time prob,2,Social Plans
oops mum somerset bit far back tomo see soon,2,Social Plans
rite well best mate pete went week 2geva longer week,2,Social Plans
stupid possible,2,Social Plans
thought slide enough,2,Social Plans
game almost want walmart soon,2,Social Plans
really tot paper ended long ago wat copied jus got use happy lar still haf study,2,Social Plans
fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits,2,Social Plans
sent part,2,Social Plans
yup,2,Social Plans
theres class tmrw right,2,Social Plans
wanna art,2,Social Plans
probably eat today think gonna pop weekend miss,2,Social Plans
wat time finish,2,Social Plans
little difficult simple way enter place,2,Social Plans
dropped omw back,2,Social Plans
ask dad pick lar wan stay meh,2,Social Plans
good time nice something bit different weekends change see soon,2,Social Plans
need say anything know outsider,2,Social Plans
die want stuffs,2,Social Plans
guys see movies side,2,Social Plans
please tell car keys purse,2,Social Plans
house maid murderer coz man murdered january public holiday govt instituitions closed including post office understand,2,Social Plans
lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get,2,Social Plans
sorry grocers,2,Social Plans
finished work yet something,2,Social Plans
enjoy shows,2,Social Plans
hey going lesson gym,2,Social Plans
bring tat forget,2,Social Plans
watching telugu movie wat abt,2,Social Plans
ebay might less elsewhere,2,Social Plans
sorry got late start way,2,Social Plans
bought test yesterday something lets know exact day ovulate get 3wks pls pls dont fret know worried pls relax also anything past history need tell,2,Social Plans
serious money base,2,Social Plans
didnt holla,2,Social Plans
collect laptop,2,Social Plans
hey great deal farm tour 9am 5pm pax deposit may,2,Social Plans
fuck sake like tallahassee,2,Social Plans
reached home tired come tomorro,2,Social Plans
tomarrow want got court decimal come bus stand,2,Social Plans
trip quite tiring lor uni starts today cos taking modules jus concentrating final project,2,Social Plans
pls dont restrict eating anythin likes next two days,2,Social Plans
get second half message,2,Social Plans
outside players allowed play know,2,Social Plans
weekend fine excuse much decorating,2,Social Plans
gonna get rimac access,2,Social Plans
dad gonna call gets work ask crazy questions,2,Social Plans
hungry buy smth home,2,Social Plans
